ID_Fakta_Trans,ID_Waktu,ID_Akun,ID_Unit,ID_Vendor,ID_Sumber,ID_Transaksi_OT,Nilai_Debit,Nilai_Kredit
1907,157,157,157,VN00157,157,TRX01907,332427233.63,0.0
1908,158,158,158,VN00158,158,TRX01908,0.0,23855682.41
1909,159,159,159,VN00159,159,TRX01909,0.0,291617260.79
1910,160,160,160,VN00160,160,TRX01910,182401058.96,0.0
1911,161,161,161,VN00161,161,TRX01911,0.0,735287657.7
1912,162,162,162,VN00162,162,TRX01912,587604018.68,0.0
1913,163,163,163,VN00163,163,TRX01913,0.0,201958407.84
1914,164,164,164,VN00164,164,TRX01914,0.0,24034355.78
1915,165,165,165,VN00165,165,TRX01915,0.0,858977697.11
1916,166,166,166,VN00166,166,TRX01916,0.0,431424194.17
1917,167,167,167,VN00167,167,TRX01917,0.0,99483528.47
1918,168,168,168,VN00168,168,TRX01918,4548849.25,0.0
1919,169,169,169,VN00169,169,TRX01919,445481426.9,0.0
1920,170,170,170,VN00170,170,TRX01920,743970247.31,0.0
1921,171,171,171,VN00171,171,TRX01921,668334252.15,0.0
1922,172,172,172,VN00172,172,TRX01922,731955497.93,0.0
1923,173,173,173,VN00173,173,TRX01923,594580878.18,0.0
1924,174,174,174,VN00174,174,TRX01924,0.0,766534522.52
1925,175,175,175,VN00175,175,TRX01925,240102669.5,0.0
1926,176,176,176,VN00176,176,TRX01926,903826508.39,0.0
1927,177,177,177,VN00177,177,TRX01927,0.0,509323678.9
1928,178,178,178,VN00178,178,TRX01928,0.0,28857336.6
1929,179,179,179,VN00179,179,TRX01929,0.0,24068742.25
1930,180,180,180,VN00180,180,TRX01930,676072211.05,0.0
1931,181,181,181,VN00181,181,TRX01931,0.0,632298925.86
1932,182,182,182,VN00182,182,TRX01932,989243688.49,0.0
1933,183,183,183,VN00183,183,TRX01933,660368082.2,0.0
1934,184,184,184,VN00184,184,TRX01934,617446185.03,0.0
1935,185,185,185,VN00185,185,TRX01935,926329319.71,0.0
1936,186,186,186,VN00186,186,TRX01936,0.0,261419044.1
1937,187,187,187,VN00187,187,TRX01937,834185930.18,0.0
1938,188,188,188,VN00188,188,TRX01938,0.0,59188571.28
1939,189,189,189,VN00189,189,TRX01939,0.0,932066384.16
1940,190,190,190,VN00190,190,TRX01940,0.0,557565915.26
1941,191,191,191,VN00191,191,TRX01941,0.0,70928023.59
1942,192,192,192,VN00192,192,TRX01942,0.0,376900193.53
1943,193,193,193,VN00193,193,TRX01943,757571186.61,0.0
1944,194,194,194,VN00194,194,TRX01944,0.0,793685316.55
1945,195,195,195,VN00195,195,TRX01945,783748083.87,0.0
1946,196,196,196,VN00196,196,TRX01946,264010448.86,0.0
1947,197,197,197,VN00197,197,TRX01947,130825441.25,0.0
1948,198,198,198,VN00198,198,TRX01948,0.0,455345586.29
1949,199,199,199,VN00199,199,TRX01949,664814603.8,0.0
1950,200,200,200,VN00200,200,TRX01950,0.0,769131791.12
1951,201,201,201,VN00201,201,TRX01951,610675478.55,0.0
1952,202,202,202,VN00202,202,TRX01952,0.0,989416355.29
1953,203,203,203,VN00203,203,TRX01953,491318791.37,0.0
1954,204,204,204,VN00204,204,TRX01954,202465035.12,0.0
1955,205,205,205,VN00205,205,TRX01955,0.0,283842916.53
1956,206,206,206,VN00206,206,TRX01956,558419167.67,0.0
1957,207,207,207,VN00207,207,TRX01957,0.0,259380628.43
1958,208,208,208,VN00208,208,TRX01958,595566894.92,0.0
1959,209,209,209,VN00209,209,TRX01959,0.0,494824679.59
1960,210,210,210,VN00210,210,TRX01960,0.0,745130649.94
1961,211,211,211,VN00211,211,TRX01961,413089064.18,0.0
1962,212,212,212,VN00212,212,TRX01962,0.0,312117974.17
1963,213,213,213,VN00213,213,TRX01963,569707489.09,0.0
1964,214,214,214,VN00214,214,TRX01964,0.0,645175117.87
1965,215,215,215,VN00215,215,TRX01965,223701797.32,0.0
1966,216,216,216,VN00216,216,TRX01966,325155990.68,0.0
1967,217,217,217,VN00217,217,TRX01967,0.0,485479634.98
1968,218,218,218,VN00218,218,TRX01968,402010761.13,0.0
1969,219,219,219,VN00219,219,TRX01969,0.0,166478085.03
1970,220,220,220,VN00220,220,TRX01970,852004384.19,0.0
1971,221,221,221,VN00221,221,TRX01971,108247059.58,0.0
1972,222,222,222,VN00222,222,TRX01972,0.0,379048315.66
1973,223,223,223,VN00223,223,TRX01973,0.0,513356256.88
1974,224,224,224,VN00224,224,TRX01974,226948505.7,0.0
1975,225,225,225,VN00225,225,TRX01975,919476909.45,0.0
1976,226,226,226,VN00226,226,TRX01976,706633370.04,0.0
1977,227,227,227,VN00227,227,TRX01977,0.0,597120723.7
1978,228,228,228,VN00228,228,TRX01978,0.0,357844254.19
1979,229,229,229,VN00229,229,TRX01979,73775857.37,0.0
1980,230,230,230,VN00230,230,TRX01980,187974078.12,0.0
1981,231,231,231,VN00231,231,TRX01981,0.0,173994649.96
1982,232,232,232,VN00232,232,TRX01982,0.0,245508050.41
1983,233,233,233,VN00233,233,TRX01983,0.0,783306382.73
1984,234,234,234,VN00234,234,TRX01984,36462209.05,0.0
1985,235,235,235,VN00235,235,TRX01985,0.0,566758440.6
1986,236,236,236,VN00236,236,TRX01986,0.0,195487209.1
1987,237,237,237,VN00237,237,TRX01987,0.0,69565348.67
1988,238,238,238,VN00238,238,TRX01988,0.0,762768809.07
1989,239,239,239,VN00239,239,TRX01989,419829729.45,0.0
1990,240,240,240,VN00240,240,TRX01990,295230125.09,0.0
1991,241,241,241,VN00241,241,TRX01991,715579320.72,0.0
1992,242,242,242,VN00242,242,TRX01992,0.0,409339823.18
1993,243,243,243,VN00243,243,TRX01993,0.0,467254827.93
1994,244,244,244,VN00244,244,TRX01994,770030276.56,0.0
1995,245,245,245,VN00245,245,TRX01995,690427813.31,0.0
1996,246,246,246,VN00246,246,TRX01996,0.0,398393165.23
1997,247,247,247,VN00247,247,TRX01997,731650390.59,0.0
1998,248,248,248,VN00248,248,TRX01998,0.0,803977848.39
1999,249,249,249,VN00249,249,TRX01999,0.0,656407590.55
2000,250,250,250,VN00250,250,TRX02000,0.0,599203473.55
2001,1,1,1,VN00001,1,TRX02001,0.0,634419823.05
2002,2,2,2,VN00002,2,TRX02002,393018296.44,0.0
2003,3,3,3,VN00003,3,TRX02003,36701149.85,0.0
2004,4,4,4,VN00004,4,TRX02004,884019594.38,0.0
2005,5,5,5,VN00005,5,TRX02005,676480109.47,0.0
2006,6,6,6,VN00006,6,TRX02006,778257433.03,0.0
2007,7,7,7,VN00007,7,TRX02007,665720995.54,0.0
2008,8,8,8,VN00008,8,TRX02008,343000160.11,0.0
2009,9,9,9,VN00009,9,TRX02009,0.0,337359166.95
2010,10,10,10,VN00010,10,TRX02010,128745278.93,0.0
2011,11,11,11,VN00011,11,TRX02011,0.0,983758379.74
2012,12,12,12,VN00012,12,TRX02012,324068582.46,0.0
2013,13,13,13,VN00013,13,TRX02013,0.0,832070255.35
2014,14,14,14,VN00014,14,TRX02014,0.0,842999070.32
2015,15,15,15,VN00015,15,TRX02015,0.0,820693411.32
2016,16,16,16,VN00016,16,TRX02016,0.0,72848615.31
2017,17,17,17,VN00017,17,TRX02017,0.0,927512970.47
2018,18,18,18,VN00018,18,TRX02018,43883782.16,0.0
2019,19,19,19,VN00019,19,TRX02019,933297903.59,0.0
2020,20,20,20,VN00020,20,TRX02020,0.0,35028718.95
2021,21,21,21,VN00021,21,TRX02021,936614646.9,0.0
2022,22,22,22,VN00022,22,TRX02022,173625034.52,0.0
2023,23,23,23,VN00023,23,TRX02023,145973337.4,0.0
2024,24,24,24,VN00024,24,TRX02024,540244095.18,0.0
2025,25,25,25,VN00025,25,TRX02025,0.0,96074170.55
2026,26,26,26,VN00026,26,TRX02026,738378096.8,0.0
2027,27,27,27,VN00027,27,TRX02027,258625552.57,0.0
2028,28,28,28,VN00028,28,TRX02028,0.0,421661766.36
2029,29,29,29,VN00029,29,TRX02029,0.0,610430632.03
2030,30,30,30,VN00030,30,TRX02030,564230220.8,0.0
2031,31,31,31,VN00031,31,TRX02031,567532302.31,0.0
2032,32,32,32,VN00032,32,TRX02032,0.0,556589774.28
2033,33,33,33,VN00033,33,TRX02033,632816665.4,0.0
2034,34,34,34,VN00034,34,TRX02034,0.0,575728903.79
2035,35,35,35,VN00035,35,TRX02035,0.0,960596609.05
2036,36,36,36,VN00036,36,TRX02036,0.0,437789773.69
2037,37,37,37,VN00037,37,TRX02037,248447157.36,0.0
2038,38,38,38,VN00038,38,TRX02038,0.0,201659288.46
2039,39,39,39,VN00039,39,TRX02039,0.0,135859551.39
2040,40,40,40,VN00040,40,TRX02040,0.0,921224218.91
2041,41,41,41,VN00041,41,TRX02041,0.0,170638548.89
2042,42,42,42,VN00042,42,TRX02042,851841542.57,0.0
2043,43,43,43,VN00043,43,TRX02043,0.0,951245615.97
2044,44,44,44,VN00044,44,TRX02044,488262389.13,0.0
2045,45,45,45,VN00045,45,TRX02045,565738745.46,0.0
2046,46,46,46,VN00046,46,TRX02046,0.0,118945530.63
2047,47,47,47,VN00047,47,TRX02047,0.0,323377686.86
2048,48,48,48,VN00048,48,TRX02048,376967469.25,0.0
2049,49,49,49,VN00049,49,TRX02049,514892795.62,0.0
2050,50,50,50,VN00050,50,TRX02050,0.0,415825088.6
2051,51,51,51,VN00051,51,TRX02051,0.0,822624389.08
2052,52,52,52,VN00052,52,TRX02052,722941127.52,0.0
2053,53,53,53,VN00053,53,TRX02053,932163189.96,0.0
2054,54,54,54,VN00054,54,TRX02054,223780790.36,0.0
2055,55,55,55,VN00055,55,TRX02055,0.0,562949038.63
2056,56,56,56,VN00056,56,TRX02056,203219014.72,0.0
2057,57,57,57,VN00057,57,TRX02057,656377911.4,0.0
2058,58,58,58,VN00058,58,TRX02058,0.0,66163888.16
2059,59,59,59,VN00059,59,TRX02059,0.0,806589623.59
2060,60,60,60,VN00060,60,TRX02060,683351924.25,0.0
2061,61,61,61,VN00061,61,TRX02061,81326344.09,0.0
2062,62,62,62,VN00062,62,TRX02062,0.0,422143564.94
2063,63,63,63,VN00063,63,TRX02063,0.0,490225406.37
2064,64,64,64,VN00064,64,TRX02064,0.0,853418301.6
2065,65,65,65,VN00065,65,TRX02065,258811944.79,0.0
2066,66,66,66,VN00066,66,TRX02066,0.0,398344039.17
2067,67,67,67,VN00067,67,TRX02067,605106862.18,0.0
2068,68,68,68,VN00068,68,TRX02068,649713143.16,0.0
2069,69,69,69,VN00069,69,TRX02069,0.0,62671074.59
2070,70,70,70,VN00070,70,TRX02070,0.0,575406451.61
2071,71,71,71,VN00071,71,TRX02071,810483021.87,0.0
2072,72,72,72,VN00072,72,TRX02072,0.0,494644061.68
2073,73,73,73,VN00073,73,TRX02073,0.0,101100844.9
2074,74,74,74,VN00074,74,TRX02074,0.0,998546589.18
2075,75,75,75,VN00075,75,TRX02075,732375604.88,0.0
2076,76,76,76,VN00076,76,TRX02076,116810985.93,0.0
2077,77,77,77,VN00077,77,TRX02077,822385369.21,0.0
2078,78,78,78,VN00078,78,TRX02078,0.0,307052152.36
2079,79,79,79,VN00079,79,TRX02079,0.0,240123396.78
2080,80,80,80,VN00080,80,TRX02080,0.0,77632918.74
2081,81,81,81,VN00081,81,TRX02081,0.0,583544726.96
2082,82,82,82,VN00082,82,TRX02082,27274618.2,0.0
2083,83,83,83,VN00083,83,TRX02083,0.0,616656490.81
2084,84,84,84,VN00084,84,TRX02084,0.0,60341281.5
2085,85,85,85,VN00085,85,TRX02085,0.0,450330865.03
2086,86,86,86,VN00086,86,TRX02086,643763947.91,0.0
2087,87,87,87,VN00087,87,TRX02087,0.0,407197614.77
2088,88,88,88,VN00088,88,TRX02088,0.0,294282038.55
2089,89,89,89,VN00089,89,TRX02089,431187211.59,0.0
2090,90,90,90,VN00090,90,TRX02090,157367097.84,0.0
2091,91,91,91,VN00091,91,TRX02091,934595241.11,0.0
2092,92,92,92,VN00092,92,TRX02092,0.0,67978407.21
2093,93,93,93,VN00093,93,TRX02093,0.0,17945451.69
2094,94,94,94,VN00094,94,TRX02094,0.0,181689434.36
2095,95,95,95,VN00095,95,TRX02095,0.0,273420657.97
2096,96,96,96,VN00096,96,TRX02096,0.0,304617675.34
2097,97,97,97,VN00097,97,TRX02097,0.0,493840867.41
2098,98,98,98,VN00098,98,TRX02098,0.0,539848389.94
2099,99,99,99,VN00099,99,TRX02099,0.0,823314147.13
2100,100,100,100,VN00100,100,TRX02100,857982615.61,0.0
2101,101,101,101,VN00101,101,TRX02101,636222807.8,0.0
2102,102,102,102,VN00102,102,TRX02102,0.0,907622896.52
2103,103,103,103,VN00103,103,TRX02103,0.0,572587245.08
2104,104,104,104,VN00104,104,TRX02104,0.0,97968568.53
2105,105,105,105,VN00105,105,TRX02105,0.0,424757670.41
2106,106,106,106,VN00106,106,TRX02106,0.0,960205736.41
2107,107,107,107,VN00107,107,TRX02107,439199540.15,0.0
2108,108,108,108,VN00108,108,TRX02108,303909340.5,0.0
2109,109,109,109,VN00109,109,TRX02109,0.0,692107001.54
2110,110,110,110,VN00110,110,TRX02110,0.0,234623346.98
2111,111,111,111,VN00111,111,TRX02111,407675713.24,0.0
2112,112,112,112,VN00112,112,TRX02112,537582612.64,0.0
2113,113,113,113,VN00113,113,TRX02113,0.0,869353279.56
2114,114,114,114,VN00114,114,TRX02114,401946259.95,0.0
2115,115,115,115,VN00115,115,TRX02115,0.0,127161754.88
2116,116,116,116,VN00116,116,TRX02116,0.0,752634744.74
2117,117,117,117,VN00117,117,TRX02117,696191856.81,0.0
2118,118,118,118,VN00118,118,TRX02118,0.0,451730381.17
2119,119,119,119,VN00119,119,TRX02119,707332606.03,0.0
2120,120,120,120,VN00120,120,TRX02120,0.0,433687636.11
2121,121,121,121,VN00121,121,TRX02121,497208516.18,0.0
2122,122,122,122,VN00122,122,TRX02122,490585745.75,0.0
2123,123,123,123,VN00123,123,TRX02123,723574784.49,0.0
2124,124,124,124,VN00124,124,TRX02124,0.0,79353543.79
2125,125,125,125,VN00125,125,TRX02125,0.0,222156071.67
2126,126,126,126,VN00126,126,TRX02126,0.0,89817357.29
2127,127,127,127,VN00127,127,TRX02127,0.0,275031437.89
2128,128,128,128,VN00128,128,TRX02128,161618211.02,0.0
2129,129,129,129,VN00129,129,TRX02129,173954413.53,0.0
2130,130,130,130,VN00130,130,TRX02130,460906793.79,0.0
2131,131,131,131,VN00131,131,TRX02131,274311898.43,0.0
2132,132,132,132,VN00132,132,TRX02132,870677346.51,0.0
2133,133,133,133,VN00133,133,TRX02133,436476217.32,0.0
2134,134,134,134,VN00134,134,TRX02134,0.0,153264665.11
2135,135,135,135,VN00135,135,TRX02135,0.0,511677065.17
2136,136,136,136,VN00136,136,TRX02136,272045966.94,0.0
2137,137,137,137,VN00137,137,TRX02137,732737566.8,0.0
2138,138,138,138,VN00138,138,TRX02138,399097169.68,0.0
2139,139,139,139,VN00139,139,TRX02139,254519413.15,0.0
2140,140,140,140,VN00140,140,TRX02140,890108816.15,0.0
2141,141,141,141,VN00141,141,TRX02141,0.0,68200986.39
2142,142,142,142,VN00142,142,TRX02142,496331626.17,0.0
2143,143,143,143,VN00143,143,TRX02143,0.0,300210725.56
2144,144,144,144,VN00144,144,TRX02144,901640620.89,0.0
2145,145,145,145,VN00145,145,TRX02145,637841956.47,0.0
2146,146,146,146,VN00146,146,TRX02146,0.0,266343874.0
2147,147,147,147,VN00147,147,TRX02147,0.0,707397399.5
2148,148,148,148,VN00148,148,TRX02148,116624668.04,0.0
2149,149,149,149,VN00149,149,TRX02149,877354062.25,0.0
2150,150,150,150,VN00150,150,TRX02150,451764164.56,0.0
2151,151,151,151,VN00151,151,TRX02151,0.0,96698570.35
2152,152,152,152,VN00152,152,TRX02152,223281141.39,0.0
2153,153,153,153,VN00153,153,TRX02153,0.0,388392516.73
2154,154,154,154,VN00154,154,TRX02154,0.0,791392770.25
2155,155,155,155,VN00155,155,TRX02155,720857238.11,0.0
2156,156,156,156,VN00156,156,TRX02156,635484442.07,0.0
2157,157,157,157,VN00157,157,TRX02157,0.0,349607227.16
2158,158,158,158,VN00158,158,TRX02158,0.0,316326225.88
2159,159,159,159,VN00159,159,TRX02159,0.0,857720612.5
2160,160,160,160,VN00160,160,TRX02160,301484120.25,0.0
2161,161,161,161,VN00161,161,TRX02161,0.0,900616908.08
2162,162,162,162,VN00162,162,TRX02162,0.0,516806155.61
2163,163,163,163,VN00163,163,TRX02163,0.0,88845790.45
2164,164,164,164,VN00164,164,TRX02164,0.0,115242769.67
2165,165,165,165,VN00165,165,TRX02165,82742090.09,0.0
2166,166,166,166,VN00166,166,TRX02166,429565031.81,0.0
2167,167,167,167,VN00167,167,TRX02167,0.0,722951893.01
2168,168,168,168,VN00168,168,TRX02168,0.0,776038562.59
2169,169,169,169,VN00169,169,TRX02169,23873536.32,0.0
2170,170,170,170,VN00170,170,TRX02170,0.0,259648139.04
2171,171,171,171,VN00171,171,TRX02171,0.0,854177587.36
2172,172,172,172,VN00172,172,TRX02172,0.0,74694293.49
2173,173,173,173,VN00173,173,TRX02173,873017524.26,0.0
2174,174,174,174,VN00174,174,TRX02174,578847688.15,0.0
2175,175,175,175,VN00175,175,TRX02175,0.0,444952574.86
2176,176,176,176,VN00176,176,TRX02176,0.0,946108265.24
2177,177,177,177,VN00177,177,TRX02177,640563231.03,0.0
2178,178,178,178,VN00178,178,TRX02178,0.0,730893684.49
2179,179,179,179,VN00179,179,TRX02179,0.0,146161239.41
2180,180,180,180,VN00180,180,TRX02180,0.0,881113744.76
2181,181,181,181,VN00181,181,TRX02181,714567495.58,0.0
2182,182,182,182,VN00182,182,TRX02182,502502956.1,0.0
2183,183,183,183,VN00183,183,TRX02183,214076163.0,0.0
2184,184,184,184,VN00184,184,TRX02184,0.0,676440419.34
2185,185,185,185,VN00185,185,TRX02185,0.0,467856807.49
2186,186,186,186,VN00186,186,TRX02186,0.0,392002774.63
2187,187,187,187,VN00187,187,TRX02187,0.0,602190120.6
2188,188,188,188,VN00188,188,TRX02188,24635763.69,0.0
2189,189,189,189,VN00189,189,TRX02189,465174141.75,0.0
2190,190,190,190,VN00190,190,TRX02190,827677213.55,0.0
2191,191,191,191,VN00191,191,TRX02191,0.0,534077193.66
2192,192,192,192,VN00192,192,TRX02192,344107412.88,0.0
2193,193,193,193,VN00193,193,TRX02193,0.0,224848869.25
2194,194,194,194,VN00194,194,TRX02194,0.0,849690633.33
2195,195,195,195,VN00195,195,TRX02195,504391250.43,0.0
2196,196,196,196,VN00196,196,TRX02196,0.0,116193540.81
2197,197,197,197,VN00197,197,TRX02197,0.0,246163013.87
2198,198,198,198,VN00198,198,TRX02198,0.0,535911734.58
2199,199,199,199,VN00199,199,TRX02199,567119832.11,0.0
2200,200,200,200,VN00200,200,TRX02200,0.0,334165632.16
2201,201,201,201,VN00201,201,TRX02201,0.0,161190284.94
2202,202,202,202,VN00202,202,TRX02202,0.0,681987714.44
2203,203,203,203,VN00203,203,TRX02203,0.0,798337155.2
2204,204,204,204,VN00204,204,TRX02204,125664592.49,0.0
2205,205,205,205,VN00205,205,TRX02205,184262031.82,0.0
2206,206,206,206,VN00206,206,TRX02206,412662006.81,0.0
2207,207,207,207,VN00207,207,TRX02207,285426885.3,0.0
2208,208,208,208,VN00208,208,TRX02208,0.0,851862332.29
2209,209,209,209,VN00209,209,TRX02209,349900875.25,0.0
2210,210,210,210,VN00210,210,TRX02210,0.0,440905013.21
2211,211,211,211,VN00211,211,TRX02211,0.0,205940215.7
2212,212,212,212,VN00212,212,TRX02212,0.0,783805783.81
2213,213,213,213,VN00213,213,TRX02213,0.0,258957923.32
2214,214,214,214,VN00214,214,TRX02214,864586184.05,0.0
2215,215,215,215,VN00215,215,TRX02215,897734185.57,0.0
2216,216,216,216,VN00216,216,TRX02216,0.0,801248622.86
2217,217,217,217,VN00217,217,TRX02217,70437056.65,0.0
2218,218,218,218,VN00218,218,TRX02218,310187191.67,0.0
2219,219,219,219,VN00219,219,TRX02219,0.0,927663936.16
2220,220,220,220,VN00220,220,TRX02220,0.0,281550020.35
2221,221,221,221,VN00221,221,TRX02221,0.0,792256004.73
2222,222,222,222,VN00222,222,TRX02222,295496880.05,0.0
2223,223,223,223,VN00223,223,TRX02223,549443475.66,0.0
2224,224,224,224,VN00224,224,TRX02224,452277210.68,0.0
2225,225,225,225,VN00225,225,TRX02225,374889613.0,0.0
2226,226,226,226,VN00226,226,TRX02226,423043558.05,0.0
2227,227,227,227,VN00227,227,TRX02227,0.0,712450283.34
2228,228,228,228,VN00228,228,TRX02228,0.0,46081965.37
2229,229,229,229,VN00229,229,TRX02229,201848329.84,0.0
2230,230,230,230,VN00230,230,TRX02230,0.0,95953210.57
2231,231,231,231,VN00231,231,TRX02231,0.0,775382419.15
2232,232,232,232,VN00232,232,TRX02232,956503981.04,0.0
2233,233,233,233,VN00233,233,TRX02233,0.0,986600232.69
2234,234,234,234,VN00234,234,TRX02234,0.0,285231543.39
2235,235,235,235,VN00235,235,TRX02235,416266610.87,0.0
2236,236,236,236,VN00236,236,TRX02236,763944508.51,0.0
2237,237,237,237,VN00237,237,TRX02237,0.0,521855374.95
2238,238,238,238,VN00238,238,TRX02238,21389698.49,0.0
2239,239,239,239,VN00239,239,TRX02239,283302377.41,0.0
2240,240,240,240,VN00240,240,TRX02240,0.0,420089573.3
2241,241,241,241,VN00241,241,TRX02241,0.0,114620540.48
2242,242,242,242,VN00242,242,TRX02242,0.0,715240703.98
2243,243,243,243,VN00243,243,TRX02243,0.0,983584305.55
2244,244,244,244,VN00244,244,TRX02244,0.0,697070373.72
2245,245,245,245,VN00245,245,TRX02245,0.0,428144360.94
2246,246,246,246,VN00246,246,TRX02246,338905997.44,0.0
2247,247,247,247,VN00247,247,TRX02247,0.0,34702124.61
2248,248,248,248,VN00248,248,TRX02248,911846830.7,0.0
2249,249,249,249,VN00249,249,TRX02249,0.0,387048500.75
2250,250,250,250,VN00250,250,TRX02250,541320536.02,0.0
2251,1,1,1,VN00001,1,TRX02251,0.0,453156315.63
2252,2,2,2,VN00002,2,TRX02252,323491591.42,0.0
2253,3,3,3,VN00003,3,TRX02253,923678155.52,0.0
2254,4,4,4,VN00004,4,TRX02254,619338190.33,0.0
2255,5,5,5,VN00005,5,TRX02255,409592543.3,0.0
2256,6,6,6,VN00006,6,TRX02256,0.0,971845116.48
2257,7,7,7,VN00007,7,TRX02257,535289575.25,0.0
2258,8,8,8,VN00008,8,TRX02258,0.0,871013740.16
2259,9,9,9,VN00009,9,TRX02259,0.0,886585231.53
2260,10,10,10,VN00010,10,TRX02260,0.0,536207153.63
2261,11,11,11,VN00011,11,TRX02261,0.0,50797597.22
2262,12,12,12,VN00012,12,TRX02262,255813506.68,0.0
2263,13,13,13,VN00013,13,TRX02263,611330667.21,0.0
2264,14,14,14,VN00014,14,TRX02264,0.0,490017313.83
2265,15,15,15,VN00015,15,TRX02265,113430582.62,0.0
2266,16,16,16,VN00016,16,TRX02266,972245614.4,0.0
2267,17,17,17,VN00017,17,TRX02267,0.0,657516882.66
2268,18,18,18,VN00018,18,TRX02268,0.0,583328866.67
2269,19,19,19,VN00019,19,TRX02269,0.0,655065960.67
2270,20,20,20,VN00020,20,TRX02270,271672640.15,0.0
2271,21,21,21,VN00021,21,TRX02271,0.0,818709297.09
2272,22,22,22,VN00022,22,TRX02272,459345983.38,0.0
2273,23,23,23,VN00023,23,TRX02273,324372296.33,0.0
2274,24,24,24,VN00024,24,TRX02274,0.0,189186118.61
2275,25,25,25,VN00025,25,TRX02275,127128803.5,0.0
2276,26,26,26,VN00026,26,TRX02276,0.0,379394992.15
2277,27,27,27,VN00027,27,TRX02277,0.0,681145719.83
2278,28,28,28,VN00028,28,TRX02278,709834166.79,0.0
2279,29,29,29,VN00029,29,TRX02279,341886270.03,0.0
2280,30,30,30,VN00030,30,TRX02280,992624168.87,0.0
2281,31,31,31,VN00031,31,TRX02281,62853399.33,0.0
2282,32,32,32,VN00032,32,TRX02282,48571758.68,0.0
2283,33,33,33,VN00033,33,TRX02283,251809037.21,0.0
2284,34,34,34,VN00034,34,TRX02284,351611115.73,0.0
2285,35,35,35,VN00035,35,TRX02285,813246672.5,0.0
2286,36,36,36,VN00036,36,TRX02286,829673850.34,0.0
2287,37,37,37,VN00037,37,TRX02287,0.0,316521995.51
2288,38,38,38,VN00038,38,TRX02288,825727182.59,0.0
2289,39,39,39,VN00039,39,TRX02289,0.0,460650889.0
2290,40,40,40,VN00040,40,TRX02290,0.0,507899528.63
2291,41,41,41,VN00041,41,TRX02291,464513203.07,0.0
2292,42,42,42,VN00042,42,TRX02292,0.0,266531249.24
2293,43,43,43,VN00043,43,TRX02293,0.0,10925400.46
2294,44,44,44,VN00044,44,TRX02294,0.0,176478401.84
2295,45,45,45,VN00045,45,TRX02295,67643183.6,0.0
2296,46,46,46,VN00046,46,TRX02296,855836115.75,0.0
2297,47,47,47,VN00047,47,TRX02297,834095916.37,0.0
2298,48,48,48,VN00048,48,TRX02298,496312733.5,0.0
2299,49,49,49,VN00049,49,TRX02299,0.0,805821466.75
2300,50,50,50,VN00050,50,TRX02300,118867311.26,0.0
2301,51,51,51,VN00051,51,TRX02301,125897549.31,0.0
2302,52,52,52,VN00052,52,TRX02302,0.0,633100877.67
2303,53,53,53,VN00053,53,TRX02303,0.0,18103246.63
2304,54,54,54,VN00054,54,TRX02304,0.0,614360074.83
2305,55,55,55,VN00055,55,TRX02305,783901433.55,0.0
2306,56,56,56,VN00056,56,TRX02306,0.0,11134239.15
2307,57,57,57,VN00057,57,TRX02307,437351262.17,0.0
2308,58,58,58,VN00058,58,TRX02308,0.0,604396104.14
2309,59,59,59,VN00059,59,TRX02309,713049612.2,0.0
2310,60,60,60,VN00060,60,TRX02310,2390212.34,0.0
2311,61,61,61,VN00061,61,TRX02311,0.0,905650752.03
2312,62,62,62,VN00062,62,TRX02312,841335195.74,0.0
2313,63,63,63,VN00063,63,TRX02313,997651088.29,0.0
2314,64,64,64,VN00064,64,TRX02314,241584767.42,0.0
2315,65,65,65,VN00065,65,TRX02315,400117437.44,0.0
2316,66,66,66,VN00066,66,TRX02316,0.0,750264270.47
2317,67,67,67,VN00067,67,TRX02317,0.0,7684287.24
2318,68,68,68,VN00068,68,TRX02318,783733463.78,0.0
2319,69,69,69,VN00069,69,TRX02319,0.0,367193992.35
2320,70,70,70,VN00070,70,TRX02320,264070110.8,0.0
2321,71,71,71,VN00071,71,TRX02321,0.0,531651542.63
2322,72,72,72,VN00072,72,TRX02322,0.0,259189273.55
2323,73,73,73,VN00073,73,TRX02323,0.0,842155176.04
2324,74,74,74,VN00074,74,TRX02324,0.0,247040135.36
2325,75,75,75,VN00075,75,TRX02325,187350895.81,0.0
2326,76,76,76,VN00076,76,TRX02326,0.0,34612370.47
2327,77,77,77,VN00077,77,TRX02327,798833776.48,0.0
2328,78,78,78,VN00078,78,TRX02328,136448558.49,0.0
2329,79,79,79,VN00079,79,TRX02329,0.0,329220306.14
2330,80,80,80,VN00080,80,TRX02330,0.0,715318592.92
2331,81,81,81,VN00081,81,TRX02331,0.0,329657013.1
2332,82,82,82,VN00082,82,TRX02332,0.0,949837133.92
2333,83,83,83,VN00083,83,TRX02333,344081207.47,0.0
2334,84,84,84,VN00084,84,TRX02334,781979352.03,0.0
2335,85,85,85,VN00085,85,TRX02335,0.0,779945365.71
2336,86,86,86,VN00086,86,TRX02336,0.0,12230518.16
2337,87,87,87,VN00087,87,TRX02337,853583400.93,0.0
2338,88,88,88,VN00088,88,TRX02338,161935320.89,0.0
2339,89,89,89,VN00089,89,TRX02339,388651991.73,0.0
2340,90,90,90,VN00090,90,TRX02340,0.0,854416999.09
